# theta,phi
5.123109815857152860e+00,1.571762510520099632e+00
2.723146586128265767e+00,1.569830143069693484e+00
3.231833563997358882e-01,1.567897772011501267e+00
4.206405433850791908e+00,1.565965390129830048e+00
1.806442204121904815e+00,1.564032990208622742e+00
5.689664281572961002e+00,1.562100565031215860e+00
3.289701051844430513e+00,1.560168107380097702e+00
8.897378221155434197e-01,1.558235610036663887e+00
4.772959899566599162e+00,1.556303065780977102e+00
2.372996669838069561e+00,1.554370467391521959e+00
6.256218747288768256e+00,1.552437807644962975e+00
3.856255517560238211e+00,1.550505079315900758e+00
1.456292287831708165e+00,1.548572275176629542e+00
5.339514365282407304e+00,1.546639387996892712e+00
2.939551135553876815e+00,1.544706410543639663e+00
5.395879058249897220e-01,1.542773335580780891e+00
4.422809983276045465e+00,1.540840155868943961e+00
2.022846753547515863e+00,1.538906864165228816e+00
5.906068830998214558e+00,1.536973453222962860e+00
3.506105601269684513e+00,1.535039915791454934e+00
1.106142371541154468e+00,1.533106244615750624e+00
4.989364448991853607e+00,1.531172432436385122e+00
2.589401219263323117e+00,1.529238471989136983e+00
1.894379895347932108e-01,1.527304356004780761e+00
4.072660066985491767e+00,1.525370077208840547e+00
1.672696837256962166e+00,1.523435628321340163e+00
5.555918914708017908e+00,1.521501002056556251e+00
3.155955684979130815e+00,1.519566191122768917e+00
7.559924552506007700e-01,1.517631188222011041e+00
4.639214532701656957e+00,1.515695986049819366e+00
2.239251302972769420e+00,1.513760577294982701e+00
6.122473380423826050e+00,1.511824954639291230e+00
3.722510150695295561e+00,1.509889110757283603e+00
1.322546920966408468e+00,1.507953038315994698e+00
5.205768998417464211e+00,1.506016729974702262e+00
2.805805768688934165e+00,1.504080178384671340e+00
4.058425389600471278e-01,1.502143376188901147e+00
4.289064616411103259e+00,1.500206316021867492e+00
1.889101386682573214e+00,1.498268990509267429e+00
5.772323464133272353e+00,1.496331392267761462e+00
3.372360234404741863e+00,1.494393513904715087e+00
9.723970046762118180e-01,1.492455348017938777e+00
4.855619082126910513e+00,1.490516887195429740e+00
2.455655852398380468e+00,1.488578124015109250e+00
5.569262266949340928e-02,1.486639051044561066e+00
3.938914700120549561e+00,1.484699660840769209e+00
1.538951470392019516e+00,1.482759945949852831e+00
5.422173547842718655e+00,1.480819898906801768e+00
3.022210318114188166e+00,1.478879512235210081e+00
6.222470883856581203e-01,1.476938778447008938e+00
4.505469165836356815e+00,1.474997690042198606e+00
2.105505936107826770e+00,1.473056239508578003e+00
5.988728013558882957e+00,1.471114419321475797e+00
3.588764783829995864e+00,1.469172221943476409e+00
1.188801554101465818e+00,1.467229639824148002e+00
5.072023631552522005e+00,1.465286665399768262e+00
2.672060401823634468e+00,1.463343291093047727e+00
2.720971720951044781e-01,1.461399509312854006e+00
4.155319249546160165e+00,1.459455312453932674e+00
1.755356019817273294e+00,1.457510692896627713e+00
5.638578097268329259e+00,1.455565643006599963e+00
3.238614867539799214e+00,1.453620155134545344e+00
8.386516378109120096e-01,1.451674221615910421e+00
4.721873715261968307e+00,1.449727834770605961e+00
2.321910485533437818e+00,1.447780986902721834e+00
6.205132562984137401e+00,1.445833670300236351e+00
3.805169333255606912e+00,1.443885877234726944e+00
1.405206103527076866e+00,1.441937599961078620e+00
5.288428180977775561e+00,1.439988830717189527e+00
2.888464951249245516e+00,1.438039561723676307e+00
4.885017215207154706e-01,1.436089785183577439e+00
4.371723798971414610e+00,1.434139493282053479e+00
1.971760569242884342e+00,1.432188678186087971e+00
5.854982646693583703e+00,1.430237332044183907e+00
3.455019416965053214e+00,1.428285446986060414e+00
1.055056187236523169e+00,1.426333015122345449e+00
4.938278264687221863e+00,1.424380028544270260e+00
2.538315034958691818e+00,1.422426479323356752e+00
1.383518052301618007e-01,1.420472359511106619e+00
4.021573882680860912e+00,1.418517661138688268e+00
1.621610652952330645e+00,1.416562376216619068e+00
5.504832730403387053e+00,1.414606496734448493e+00
3.104869500674499516e+00,1.412650014660437048e+00
7.049062709459693599e-01,1.410692921941234745e+00
4.588128348397025214e+00,1.408735210501555146e+00
2.188165118668138120e+00,1.406776872243849175e+00
6.071387196119194307e+00,1.404817899047975827e+00
3.671423966390664262e+00,1.402858282770870435e+00
1.271460736661776947e+00,1.400898015246210271e+00
5.154682814112833356e+00,1.398937088284079699e+00
2.754719584384302866e+00,1.396975493670629120e+00
3.547563546554156622e-01,1.395013223167734795e+00
4.237978432106471516e+00,1.393050268512655787e+00
1.838015202377941693e+00,1.391086621417685354e+00
5.721237279828640609e+00,1.389122273569803445e+00
3.321274050100110564e+00,1.387157216630325207e+00
9.213108203715804079e-01,1.385191442234544823e+00
4.804532897822279658e+00,1.383224941991379575e+00
2.404569668093749168e+00,1.381257707483009245e+00
4.606438365219149220e-03,1.379289730264513292e+00
3.887828515815918262e+00,1.377321001863504923e+00
1.487865286087387995e+00,1.375351513779762946e+00
5.371087363538086912e+00,1.373381257484858953e+00
2.971124133809556866e+00,1.371410224421782953e+00
5.711609040810267102e-01,1.369438406004565900e+00
4.454382981531725960e+00,1.367465793617897551e+00
2.054419751803195471e+00,1.365492378616743441e+00
5.937641829254252102e+00,1.363518152325956523e+00
3.537678599525364564e+00,1.361543106039886819e+00
1.137715369796834297e+00,1.359567231021986622e+00
5.020937447247890262e+00,1.357590518504413701e+00
2.620974217519003169e+00,1.355612959687629626e+00
2.210109877904730402e-01,1.353634545739995643e+00
4.104233065241529310e+00,1.351655267797364335e+00
1.704269835512641773e+00,1.349675116962668175e+00
5.587491912963698404e+00,1.347694084305503415e+00
3.187528683235167914e+00,1.345712160861711304e+00
7.875654535062805994e-01,1.343729337632955767e+00
4.670787530957336564e+00,1.341745605586294854e+00
2.270824301228806519e+00,1.339760955653751084e+00
6.154046378679505658e+00,1.337775378731877796e+00
3.754083148950975612e+00,1.335788865681317494e+00
1.354119919222445345e+00,1.333801407326361099e+00
5.237341996673144706e+00,1.331812994454500299e+00
2.837378766944614217e+00,1.329823617815975689e+00
4.374155372160840605e-01,1.327833268123321142e+00
4.320637614666782866e+00,1.325841936050905057e+00
1.920674384938252821e+00,1.323849612234463624e+00
5.803896462388951960e+00,1.321856287270633645e+00
3.403933232660421915e+00,1.319861951716477577e+00
1.003970002931891647e+00,1.317866596089005915e+00
4.887192080382591008e+00,1.315870210864694023e+00
2.487228850654060519e+00,1.313872786478994747e+00
8.726562092553037664e-02,1.311874313325844366e+00
3.970487698376229169e+00,1.309874781757165652e+00
1.570524468647699123e+00,1.307874182082365611e+00
5.453746546098755310e+00,1.305872504567826331e+00
3.053783316369868217e+00,1.303869739436392949e+00
6.538200866413379497e-01,1.301865876866854954e+00
4.537042164092394358e+00,1.299860906993422160e+00
2.137078934363506821e+00,1.297854819905195134e+00
6.020301011814562564e+00,1.295847605645631395e+00
3.620337782086032963e+00,1.293839254212004519e+00
1.220374552357145426e+00,1.291829755554857684e+00
5.103596629808201612e+00,1.289819099577452111e+00
2.703633400079671567e+00,1.287807276135209067e+00
3.036701703507842520e-01,1.285794275035146317e+00
4.186892247801840661e+00,1.283780086035307244e+00
1.786929018073310171e+00,1.281764698844186201e+00
5.670151095524008866e+00,1.279748103120144309e+00
3.270187865795479265e+00,1.277730288470822151e+00
8.702246360669489977e-01,1.275711244452544246e+00
4.753446713517647915e+00,1.273690960569715758e+00
2.353483483789117869e+00,1.271669426274215420e+00
6.236705561240174056e+00,1.269646630964779810e+00
3.836742331511286519e+00,1.267622563986380291e+00
1.436779101782756474e+00,1.265597214629594180e+00
5.320001179233455169e+00,1.263570572129968816e+00
2.920037949504925567e+00,1.261542625667376294e+00
5.200747197763953000e-01,1.259513364365363319e+00
4.403296797227094217e+00,1.257482777290493070e+00
2.003333567498564172e+00,1.255450853451677284e+00
5.886555644949620358e+00,1.253417581799503688e+00
3.486592415220732821e+00,1.251382951225554097e+00
1.086629185492202776e+00,1.249346950561713410e+00
4.969851262943259407e+00,1.247309568579472616e+00
2.569888033214371870e+00,1.245270793989222469e+00
1.699248034858416301e-01,1.243230615439538500e+00
4.053146880936897567e+00,1.241189021516457602e+00
1.653183651208010474e+00,1.239146000742747278e+00
5.536405728659066661e+00,1.237101541577164010e+00
3.136442498930536615e+00,1.235055632413704085e+00
7.364792692016491893e-01,1.233008261580844200e+00
4.619701346652705709e+00,1.230959417340774742e+00
2.219738116924175220e+00,1.228909087888621521e+00
6.102960194374873915e+00,1.226857261351658401e+00
3.702996964646343869e+00,1.224803925788512604e+00
1.303033734917813824e+00,1.222749069188355797e+00
5.186255812368512963e+00,1.220692679470088526e+00
2.786292582639982918e+00,1.218634744481513765e+00
3.863293529114526503e-01,1.216575251998499141e+00
4.269551430362152011e+00,1.214514189724129167e+00
1.869588200633621522e+00,1.212451545287847265e+00
5.752810278084677265e+00,1.210387306244585570e+00
3.352847048355790172e+00,1.208321460073884746e+00
9.528838186272602373e-01,1.206253994179002254e+00
4.836105896077959265e+00,1.204184895886008855e+00
2.436142666349429220e+00,1.202114152442872674e+00
3.617943662089896650e-02,1.200041751018534608e+00
3.919401514071597870e+00,1.197967678701966632e+00
1.519438284343067824e+00,1.195891922501222338e+00
5.402660361794123567e+00,1.193814469342471707e+00
3.002697132065236474e+00,1.191735306069025890e+00
6.027339023367065396e-01,1.189654419440346445e+00
4.485955979787762615e+00,1.187571796131044355e+00
2.085992750058875522e+00,1.185487422729861740e+00
5.969214827509931709e+00,1.183401285738643560e+00
3.569251597781401220e+00,1.181313371571293791e+00
1.169288368052514127e+00,1.179223666552717820e+00
5.052510445503569869e+00,1.177132156917749750e+00
2.652547215775040268e+00,1.175038828810066605e+00
2.525839860461528419e-01,1.172943668281086316e+00
4.135806063497208918e+00,1.170846661288850621e+00
1.735842833768678872e+00,1.168747793696893744e+00
5.619064911219378011e+00,1.166647051273093760e+00
3.219101681490847522e+00,1.164544419688509747e+00
8.191384517623175876e-01,1.162439884516200728e+00
4.702360529213016171e+00,1.160333431230031076e+00
2.302397299484486570e+00,1.158225045203454595e+00
6.185619376935542313e+00,1.156114711708285059e+00
3.785656147206655220e+00,1.154002415913449209e+00
1.385692917478125175e+00,1.151888142883719990e+00
5.268914994929181361e+00,1.149771877578432022e+00
2.868951765200293824e+00,1.147653604850181974e+00
4.689885354717638899e-01,1.145533309443504066e+00
4.352210612922462474e+00,1.143410975993532919e+00
1.952247383193932651e+00,1.141286589024641973e+00
5.835469460644988615e+00,1.139160132949065485e+00
3.435506230916101522e+00,1.137031592065497643e+00
1.035543001187571477e+00,1.134900950557674149e+00
4.918765078638627664e+00,1.132768192492929149e+00
2.518801848909740126e+00,1.130633301820734404e+00
1.188386191812102061e-01,1.128496262371214032e+00
4.002060696632266712e+00,1.126357057853639265e+00
1.602097466903378953e+00,1.124215671854898346e+00
5.485319544354434917e+00,1.122072087837946430e+00
3.085356314625904872e+00,1.119926289140227960e+00
6.853930848970177792e-01,1.117778258972079719e+00
4.568615162348073966e+00,1.115627980415105913e+00
2.168651932619543921e+00,1.113475436420530817e+00
6.051874010070243060e+00,1.111320609807524340e+00
3.651910780341712570e+00,1.109163483261504046e+00
1.251947550613182525e+00,1.107004039332407652e+00
5.135169628063881220e+00,1.104842260432942425e+00
2.735206398335351174e+00,1.102678128836804605e+00
3.352431686068212402e-01,1.100511626676872190e+00
4.218465246057520268e+00,1.098342735943369286e+00
1.818502016328990001e+00,1.096171438482000715e+00
5.701724093780046410e+00,1.093997715992058861e+00
3.301760864051158872e+00,1.091821550024497878e+00
9.017976343226288272e-01,1.089642921979979695e+00
4.785019711773684570e+00,1.087461813106887165e+00
2.385056482044797477e+00,1.085278204499305676e+00
6.268278559495853663e+00,1.083092077094972350e+00
3.868315329766966570e+00,1.080903411673193038e+00
1.468352100038436303e+00,1.078712188852722464e+00
5.351574177489492712e+00,1.076518389089612615e+00
2.951610947760605175e+00,1.074321992675024928e+00
5.516477180320751295e-01,1.072122979733006298e+00
4.434869795483130872e+00,1.069921330218227773e+00
2.034906565754243779e+00,1.067717023913688168e+00
5.918128643205299966e+00,1.065510040428375271e+00
3.518165413476769920e+00,1.063300359194891520e+00
1.118202183747882605e+00,1.061087959467039044e+00
5.001424261198939014e+00,1.058872820317362073e+00
2.601461031470408525e+00,1.056654920634650496e+00
2.014978017415214318e-01,1.054434239121398997e+00
4.084719879192577174e+00,1.052210754291223793e+00
1.684756649464047351e+00,1.049984444466233846e+00
5.567978726914746268e+00,1.047755287774359001e+00
3.168015497186216223e+00,1.045523262146629717e+00
7.680522674576861775e-01,1.043288345314411059e+00
4.651274344908385316e+00,1.041050514806588501e+00
2.251311115179854827e+00,1.038809747946702444e+00
6.134533192630911458e+00,1.036566021850036101e+00
3.734569962902023921e+00,1.034319313420647646e+00
1.334606733173493653e+00,1.032069599348353739e+00
5.217828810624549618e+00,1.029816856105656875e+00
2.817865580895662525e+00,1.027561059944618993e+00
4.179023511671324798e-01,1.025302186893678913e+00
4.301124428617831619e+00,1.023040212754410705e+00
1.901161198889301351e+00,1.020775113098227438e+00
5.784383276340357760e+00,1.018506863263019868e+00
3.384420046611470223e+00,1.016235438349738951e+00
9.844568168829400667e-01,1.013960813218910850e+00
4.867678894333995920e+00,1.011682962487093551e+00
2.467715664605108827e+00,1.009401860523260863e+00
6.775243487657878205e-02,1.007117481445126028e+00
3.950974512327634969e+00,1.004829799115392497e+00
1.551011282598747654e+00,1.002538787137937648e+00
5.434233360049804062e+00,1.000244418853920569e+00
3.034270130321273573e+00,9.979466673378220021e-01
6.343069005923863690e-01,9.956455053934039068e-01
4.517528978043442223e+00,9.933409055495951989e-01
2.117565748314912177e+00,9.910328400562976592e-01
6.000787825765611316e+00,9.887212808801120190e-01
3.600824596037081271e+00,9.864061996999801130e-01
1.200861366308551004e+00,9.840875679027453193e-01
5.084083443759250365e+00,9.817653565786227388e-01
2.684120214030719875e+00,9.794395365165841083e-01
2.841569843021898301e-01,9.771100781996505669e-01
4.167379061752888525e+00,9.747769518000926059e-01
1.767415832024358702e+00,9.724401271745352071e-01
5.650637909475414666e+00,9.700995738589658357e-01
3.250674679746527573e+00,9.677552610636411812e-01
8.507114500179974170e-01,9.654071576678929789e-01
4.733933527469053715e+00,9.630552322148290267e-01
2.333970297740166178e+00,9.606994529059253995e-01
6.217192375191222808e+00,9.583397875955097511e-01
3.817229145462335271e+00,9.559762037851322614e-01
1.417265915733805004e+00,9.536086686178181226e-01
5.300487993184860969e+00,9.512371488722042301e-01
2.900524763455973876e+00,9.488616109565530810e-01
5.005615337274437193e-01,9.464820209026415521e-01
4.383783611178500017e+00,9.440983443595218905e-01
1.983820381449612480e+00,9.417105465871514758e-01
5.867042458900669111e+00,9.393185924498884676e-01
3.467079229172138621e+00,9.369224464098473426e-01
1.067115999443251306e+00,9.345220725201145440e-01
4.950338076894307271e+00,9.321174344178174698e-01
2.550374847165777226e+00,9.297084953170448030e-01
1.504116174368900216e-01,9.272952180016120760e-01
4.033633694887946319e+00,9.248775648176722486e-01
1.633670465159416052e+00,9.224554976661607508e-01
5.516892542610115413e+00,9.200289779950784341e-01
3.116929312881584924e+00,9.175979667916015492e-01
7.169660831530547673e-01,9.151624245740171970e-01
4.600188160603753573e+00,9.127223113834785906e-01
2.200224930874866480e+00,9.102775867755765749e-01
6.083447008326279715e+00,9.078282098117186338e-01
3.683483778597392622e+00,9.053741390503149411e-01
1.283520548868505085e+00,9.029153325377629047e-01
5.166742626319918763e+00,9.004517477992245444e-01
2.766779396591031226e+00,8.979833418291930380e-01
3.668161668621439109e-01,8.955100710818406640e-01
4.250038244313556923e+00,8.930318914611410364e-01
1.850075014584669830e+00,8.905487583107623006e-01
5.733297092035368969e+00,8.880606264037221864e-01
3.333333862307195972e+00,8.855674499317984782e-01
9.333706325783086566e-01,8.830691824946881319e-01
4.816592710029008018e+00,8.805657770889093738e-01
2.416629480300834576e+00,8.780571860964334618e-01
1.666625057194736498e-02,8.755433612730464388e-01
3.899888328022646178e+00,8.730242537364265587e-01
1.499925098294473402e+00,8.704998139539307234e-01
5.383147175745172319e+00,8.679699917300824907e-01
2.983183946016285226e+00,8.654347361937503313e-01
5.832207162881121176e-01,8.628939957850099152e-01
4.466442793738811368e+00,8.603477182416763291e-01
2.066479564009923831e+00,8.577958505855004523e-01
5.949701641461336621e+00,8.552383391080170538e-01
3.549738411732449972e+00,8.526751293560338452e-01
1.149775182003562435e+00,8.501061661167500505e-01
5.032997259454975669e+00,8.475313934024956142e-01
2.633034029726088576e+00,8.449507544350729482e-01
2.330707999972012612e-01,8.423641916296958909e-01
4.116292877448614718e+00,8.397716465785088902e-01
1.716329647719727181e+00,8.371730600336725336e-01
5.599551725170425875e+00,8.345683718900034354e-01
3.199588495442253322e+00,8.319575211671544901e-01
7.996252657133660069e-01,8.293404459913156224e-01
4.682847343164064924e+00,8.267170835764269254e-01
2.282884113435891926e+00,8.240873702048810978e-01
6.166106190886591065e+00,8.214512412077026315e-01
3.766142961157703528e+00,8.188086309441837685e-01
1.366179731429530753e+00,8.161594727809615701e-01
5.249401808880230114e+00,8.135036990705126758e-01
2.849438579151342577e+00,8.108412411290512045e-01
4.494753494231694679e-01,8.081720292138062645e-01
4.332697426873868274e+00,8.054959924996577536e-01
1.932734197144981181e+00,8.028130590551091350e-01
5.815956274596394415e+00,8.001231558175745384e-01
3.415993044867507322e+00,7.974262085679527656e-01
1.016029815138619785e+00,7.947221419044675494e-01
4.899251892590033464e+00,7.920108792157456445e-01
2.499288662861145927e+00,7.892923426531045505e-01
9.932543313225859760e-02,7.865664531020231109e-01
3.982547510583672068e+00,7.838331301527642347e-01
1.582584280854784531e+00,7.810922920701206529e-01
5.465806358305483670e+00,7.783438557622466281e-01
3.065843128576596133e+00,7.755877367485487506e-01
6.658798988484233572e-01,7.728238491265951859e-01
4.549101976299122718e+00,7.700521055380080693e-01
2.149138746570235181e+00,7.672724171333025200e-01
6.032360824021647971e+00,7.644846935356300888e-01
3.632397594292760878e+00,7.616888428033833369e-01
1.232434364563873785e+00,7.588847713916225812e-01
5.115656442015287020e+00,7.560723841122738431e-01
2.715693212286399927e+00,7.532515840930529283e-01
3.157299825575125007e-01,7.504222727350637889e-01
4.198952060008926068e+00,7.475843496690207646e-01
1.798988830280038531e+00,7.447377127100356375e-01
5.682210907730737226e+00,7.418822578109172117e-01
3.282247678002564673e+00,7.390178790139176890e-01
8.822844482736772465e-01,7.361444684008666695e-01
4.765506525724376274e+00,7.332619160416227189e-01
2.365543295996203277e+00,7.303701099407767794e-01
6.248765373446902416e+00,7.274689359825292634e-01
3.848802143718014879e+00,7.245582778736685547e-01
1.448838913989841881e+00,7.216380170845685393e-01
5.332060991440540576e+00,7.187080327881195663e-01
2.932097761711653483e+00,7.157682017965044663e-01
5.321345319834807075e-01,7.128183984957279229e-01
4.415356609434179624e+00,7.098584947777953902e-01
2.015393379705292531e+00,7.068883599704453014e-01
5.898615457156705766e+00,7.039078607643189933e-01
3.498652227427818229e+00,7.009168611374579916e-01
1.098688997698931136e+00,6.979152222770044212e-01
4.981911075150344814e+00,6.949028024979793106e-01
2.581947845421457277e+00,6.918794571590051179e-01
1.819846156925698233e-01,6.888450385748249305e-01
4.065206693143982974e+00,6.857993959254780059e-01
1.665243463415095881e+00,6.827423751619654535e-01
5.548465540865795020e+00,6.796738189082440762e-01
3.148502311137622023e+00,6.765935663593691807e-01
7.485390814087345968e-01,6.735014531756040590e-01
4.631761158859433181e+00,6.703973113722921928e-01
2.231797929131260627e+00,6.672809692052910080e-01
6.115020006581959322e+00,6.641522510517423594e-01
3.715056776853072229e+00,6.610109772859458221e-01
1.315093547124899231e+00,6.578569641500877641e-01
5.198315624575598370e+00,6.546900236195646317e-01
2.798352394846710833e+00,6.515099632626168979e-01
3.983891651185380578e-01,6.483165860939840153e-01
4.281611242569237419e+00,6.451096904222605177e-01
1.881648012840349660e+00,6.418890696906224269e-01
5.764870090291762672e+00,6.386545123105666910e-01
3.364906860562875579e+00,6.354058014882877359e-01
9.649436308339884860e-01,6.321427150432850084e-01
4.848165708285401720e+00,6.288650252187769629e-01
2.448202478556514627e+00,6.255724984834626357e-01
4.823924882762718053e-02,6.222648953241429748e-01
3.931461326279040325e+00,6.189419700286824533e-01
1.531498096550153232e+00,6.156034704587568518e-01
5.414720174000851927e+00,6.122491378117893568e-01
3.014756944272679373e+00,6.088787063714464765e-01
6.147937145437919471e-01,6.054919032460088779e-01
4.498015791994490975e+00,6.020884480938929473e-01
2.098052562265603438e+00,5.986680528355426967e-01
5.981274639717017116e+00,5.952304213508549102e-01
3.581311409988129579e+00,5.917752491612430221e-01
1.181348180259242264e+00,5.883022230953706133e-01
5.064570257710655277e+00,5.848110209375247948e-01
2.664607027981768184e+00,5.813013110575100395e-01
2.646437982528810906e-01,5.777727520208645329e-01
4.147865875704294325e+00,5.742249921781030775e-01
1.747902645975407010e+00,5.706576692315963317e-01
5.631124723426106371e+00,5.670704097785719267e-01
3.231161493697932929e+00,5.634628288286191999e-01
8.311982639690458363e-01,5.598345292939302942e-01
4.714420341419744531e+00,5.561851014503758073e-01
2.314457111691571978e+00,5.525141223673468716e-01
6.197679189142270673e+00,5.488211553041283386e-01
3.797715959413383580e+00,5.451057490703627995e-01
1.397752729685210582e+00,5.413674373479696600e-01
5.280974807135909721e+00,5.376057379716367990e-01
2.881011577407022184e+00,5.338201521647513159e-01
4.810483476788492418e-01,5.300101637273506583e-01
4.364270425129547881e+00,5.261752381723627803e-01
1.964307195400661010e+00,5.223148218060486014e-01
5.847529272852074023e+00,5.184283407481872219e-01
3.447566043123186930e+00,5.145151998871018151e-01
1.047602813394299615e+00,5.105747817641539399e-01
4.930824890845713071e+00,5.066064453818034385e-01
2.530861661116825534e+00,5.026095249287345634e-01
1.308984313879384132e-01,4.985833284148836753e-01
4.014120508839352119e+00,4.945271362084729394e-01
1.614157279110464360e+00,4.904401994663065145e-01
5.497379356561163277e+00,4.863217384476619110e-01
3.097416126832990280e+00,4.821709407010515980e-01
6.974528971041031866e-01,4.779869591119421668e-01
4.580674974554802326e+00,4.737689097981822028e-01
2.180711744826629328e+00,4.695158698383585238e-01
6.063933822277328467e+00,4.652268748165953038e-01
3.663970592548440930e+00,4.609009161653335185e-01
1.264007362820267932e+00,4.565369382854049252e-01
5.147229440270966627e+00,4.521338354201598353e-01
2.747266210542079534e+00,4.476904482574901589e-01
3.473029808139065922e-01,4.432055602302278352e-01
4.230525058264605676e+00,4.386778934815535602e-01
1.830561828535718361e+00,4.341061044575841299e-01
5.713783905987131817e+00,4.294887790841623310e-01
3.313820676258244280e+00,4.248244274788884334e-01
9.138574465293570759e-01,4.201114781424775679e-01
4.797079523980769977e+00,4.153482715653850632e-01
2.397116294251882884e+00,4.105330531761381962e-01
6.280338371702582023e+00,4.056639655465994476e-01
3.880375141974409026e+00,4.007390397561865769e-01
1.480411912245521711e+00,3.957561858014332912e-01
5.363633989696221072e+00,3.907131819186802080e-01
2.963670759968047630e+00,3.856076626654793560e-01
5.637075302391605369e-01,3.804371055797036161e-01
4.446929607689859232e+00,3.751988162032848240e-01
2.046966377960972139e+00,3.698899112187418181e-01
5.930188455412385373e+00,3.645072993994986632e-01
3.530225225683498280e+00,3.590476600173571620e-01
1.130261995954610965e+00,3.535074182796137943e-01
5.013484073406024422e+00,3.478827172807182344e-01
2.613520843677136885e+00,3.421693858443372593e-01
2.135576139482496527e-01,3.363629014951726171e-01
4.096779691399662582e+00,3.304583476276860554e-01
1.696816461670775711e+00,3.244503637200920054e-01
5.580038539121474628e+00,3.183330871617520708e-01
3.180075309393301630e+00,3.121000849001157595e-01
7.801120796644144262e-01,3.057442726415229850e-01
4.663334157115113676e+00,2.992578187190351180e-01
2.263370927386940235e+00,2.926320289141888797e-01
6.146593004837638929e+00,2.858572074077572744e-01
3.746629775108752280e+00,2.789224875200364551e-01
1.346666545380579061e+00,2.718156238100316591e-01
5.229888622831277978e+00,2.645227341731082316e-01
2.829925393102390885e+00,2.570279764052110227e-01
4.299621633742178317e-01,2.493131376564172441e-01
4.313184240824917026e+00,2.413571062620190333e-01
1.913221011096029489e+00,2.331351819432174177e-01
5.796443088547443168e+00,2.246181594778058899e-01
3.396479858818555631e+00,2.157710876953996548e-01
9.965166290896683154e-01,2.065515510555524514e-01
4.879738706541081328e+00,1.969072281084156273e-01
2.479775476812194235e+00,1.867723160652795533e-01
7.981224708330700301e-02,1.760621026910028086e-01
3.963034324534720376e+00,1.646643568515723799e-01
0.000000000000000000e+00,0.000000000000000000e+00
